MGS 1;Normal;Akio Ôtsuka;Wer ist der japanische Sprecher von Solid Snake?;Akio Ôtsuka;Banjô Ginga;Hideyuki Tanaka;Takeshi Aono
MGS 1;Hard;Jennifer Hale;Wer ist die englische Sprecherin von Naomi Hunter?;Jennifer Hale;Debi Mae West;Kim Mai Guest;Tasia Valenza
MGS 1;Hard;Christopher Randolph;Wer ist der englische Sprecher von Hal Emmerich?;Christopher Randolph;Paul Eiding;Greg Eagles;Peter Lurie
MGS 1;Hard;Meryl Silverburgh;Debi Mae West ist die englische Sprecherin von…?;Meryl Silverburgh;Sniper Wolf;Mei Ling;Naomi Hunter
MGS 1;Hard;Roy Campbell;Paul Eiding ist der englische Sprecher von…?;Roy Campbell;Donald Anderson;Gray Fox;Vulcan Raven
MGS 1;Hard;Doug Stone;Wer ist der englische Sprecher von Psycho Mantis?;Doug Stone;Peter Lurie;Dean Scofield;John Cygan
MGS 1;Hard;Tasia Valenza;Wer ist die englische Sprecherin von Sniper Wolf?;Tasia Valenza;Kim Mai Guest;Jennifer Hale;Debi Mae West
MGS 1;Normal;eine Heilmassage erhalten;Nach der Folter wird Snake in eine Gefängniszelle gesperrt. Warum wurde er gebeten, den PlayStation-Controller an seinen Unterarm zu halten?;eine Heilmassage erhalten;um ihn an die Folter zu erinnern;ihm einen Ausweg zeigen;um Johnny Sasaki abzulenken
MGS 1;Normal;mit Hilfe von Ketchup;Wie kann Snake, nach der Folter, aus der Gefängniszelle entkommen?;mit Hilfe von Ketchup;mit Hilfe einer Gabel;mit Hilfe eines Messers;mit Hilfe von Senf
MGS 1;Normal;Sniper Wolfs Taschentuch;Snake kann Angriffe von Wölfen verhindern indem er … benutzt.;Sniper Wolfs Taschentuch;Otacons Ausweis;Sniper Wolfs Waffe;Otacon's Schal
MGS 1;Normal;X-Taste;Welche Taste wurde beim PlayStation 1 Controller zum kriechen verwendet?;X-Taste;O-Taste;Quadrat-Taste;Dreieck-Taste
MGS 1;Normal;Quadrat-Taste;Welche Taste wurde beim PlayStation Controller zum Abfeuern einer Waffe verwendet?;Quadrat-Taste;X-Taste;Dreieck-Taste;O-Taste
MGS 1;Normal;Dreieck-Taste;Welche Taste wurde beim PlayStation Controller für die Egoperspektive verwendet?;Dreieck-Taste;X-Taste;Quadrat-Taste;O-Taste
MGS 1;Normal;Hochofen;PlayStation: Welches Gebiet befand sich nicht auf Disk 1 des Spiels?;Hochofen;Schneefeld;Nuke Building;Kommunikationstürme
MGS 1;Normal;Liquid eliminieren;Was war kein Ziel, das Snake, von Anfang an, verfolgen sollte?;Liquid eliminieren;einen nuklearen Start verhindern;Geiseln retten;terroristische Bedrohung beseitigen
MGS 1;Normal;Ration;Was konnte man, gleich zu Beginn, im Unterwasserbereich finden?;Ration;Granaten;Munition;Waffe
MGS 1;Normal;Ration;Im Dock-Bereich: Was konnte man in der Nähe des Gabelstaplers  finden?;Ration;Granaten;Munition;Blendgranate
MGS 1;Hard;Ration;Hubschrauberlandeplatz: Was konnte man in der Nähe des Aufzuges finden?;Ration;ID Schlüsselkarte;Munition;Blendgranate
MGS 1;Normal;Blendgranaten;Hubschrauberlandeplatz: Was befand sich im Lagerraum mit der Kamera?;Blendgranaten;Ration;Munition;Waffe
MGS 1;Hard;Socom Pistole;Hubschrauberlandeplatz: Was konnte man im Laster finden?;Socom Pistole;Ration;Munition;Karton A
MGS 1;Normal;Hubschrauberlandeplatz;Wo hat Snake die SOCOM-Pistole gefunden?;Hubschrauberlandeplatz;Dock Bereich;Panzerhangar;Zellenblock
MGS 1;Hard;Panzerhangar;Wo hat Snake das Infrarotsichtgerät gefunden?;Panzerhangar;Zellenblock;Hubschrauberlandeplatz;Waffenlager
MGS 1;Hard;Panzerhangar;Wo hat Snake Karton A gefunden?;Panzerhangar;Zellenblock;Hubschrauberlandeplatz;Waffenlager
MGS 1;Normal;Düppelgrante;Was befand sich in der Mitte des Heliports?;Düppelgrante;Blendgranate;Granate;Socom Pistole
MGS 1;Normal;Canyon;Deepthroat kontaktierte Snake zum ersten Mal im…?;Canyon;Waffenlager;Panzerhangar;Sprengkopflager
MGS 1;Hard;Canyon;Wo hat Snake die ID Sicherheitskarte der Stufe 3 gefunden?;Canyon;Waffenlager;Panzerhangar;Sprengkopflager
MGS 1;Normal;Ration;Was konnte man am Eingang des Sprengkopflagers an der Rampe zu deiner Linken finden?;Ration;Socom Schalldämpfer;Düppelgrante;ID Sicherheitskarte der Stufe 3
MGS 1;Hard;Sprengkopflager Geschoss B2;Wo konnte man das Nachtsichtgerät finden?;Sprengkopflager Geschoss B2;Sprengkopflager Geschoss B1;Waffenlager;Panzerhangar Obergeschoss
MGS 1;Normal;Cyborg Ninja;Der 3. Bosskampf war gegen?;Cyborg Ninja;Vulcan Raven;Sniper Wolf;Psycho Mantis
MGS 1;Normal;man musste den Controller umstecken;Was war das Besondere am Kampf gegen Psycho Mantis?;man musste den Controller umstecken;er benutzte einen Tarnanzug;er benutzte Meryl als menschlichen Schild;man musste ohne Waffe kämpfen
MGS 1;Hard;Waffenlager;PSG1 Scharfschützengewehr finden Sie in?;Waffenlager;Sprengkopflager Geschoss B2;Sprengkopflager Geschoss B1;im Höhlensystem
MGS 1;Normal;Sniper Wolf;Der 5. Bosskampf war gegen?;Sniper Wolf;Liquid im Hind D Hubschrauber;Psycho Mantis;Cyborg Ninja
MGS 1;Hard;Panzerhangar Geschoss B1;Der Folterraum war im?;Panzerhangar Geschoss B1;Panzerhangar Geschoss B2;Sprengkopflager Geschoss B2;Sendeturm
MGS 1;Normal;es gab keine Option zum Fortfahren;Was war so besonders an der Folterszene?;es gab keine Option zum Fortfahren;es gab keine Möglichkeit zu verlieren;man konnte es überspringen;Snake musste aufgeben, um die Folter zu beenden
MGS 1;Hard;Sniper Wolf;Der 7. Bosskampf war gegen?;Sniper Wolf;Hind D;Psycho Mantis;Vulcan Raven
MGS 1;Hard;Vulcan Raven;Gegen wen musste Snake im 8. Bosskampf bestehen?;Vulcan Raven;Sniper Wolf;Metal Gear Rex;Hind D
MGS 1;Hard;Otacon;Von wem erhielt Snake die ID Sicherheitskarte der Stufe 6?;Otacon;Sniper Wolf;Psycho Mantis;Meryl
MGS 1;Hard;Vulcan Raven;Von wem erhielt Snake die ID Sicherheitskarte der Stufe 7?;Vulcan Raven;Sniper Wolf;Otacon;Meryl
MGS 1;Hard;Sprengkopflager Geschoss B1;Wo konnte man Karton B finden?;Sprengkopflager Geschoss B1;Sprengkopflager Geschoss B2;im Schneefeld;im Höhlensystem
MGS 1;Hard;während der Folter aufgeben;Wie konnte man einen Tarnanzug erhalten?;während der Folter aufgeben;das Spiel auf einem harten Schwierigkeitsgrad abschließen;das Spiel innerhalb einer bestimmten Zeit auf hartem Schwierigkeitsgrad abschließen;der Folter auf einem harten Schwierigkeitsgrad widerstehen
MGS 1;Hard;C4;Waffenlager: Was befand sich im Lagerraum der Sicherheitsstufe 1?;C4;Nikita;Düppelgrante;FAMAS
MGS 1;Normal;Raum wurde mit Gas gefüllt;Was geschah nachdem Snake die PAL-Karte zum dritten Mal verwendet hat?;Raum wurde mit Gas gefüllt;Ocelot versuchte Snake zu attakieren;Naomi enthüllte, dass sie Snake mit FOXDIE infiziert hatte;Roy Campbell enthüllte, dass Meryl seine Tochter ist
MGS 1;Normal;Psycho Mantis;Gegen wen musste Snake im 4. Bosskampf bestehen?;Psycho Mantis;Vulcan Raven;Sniper Wolf;Liquid im Hind D Hubschrauber
MGS 1;Normal;Colt SAA Revolver;Welche Waffe hat Ocelot im Bosskampf gegen Snake benutzt?;Colt SAA Revolver;Glock 18;Skorpion;FAMAS
MGS 1;Normal;Meryl;An einem bestimmten Punkt im Spiel sagte jemand: "Ich bin NICHT grün" Wer hat diese Worte gesagt?;Meryl;Solid Snake;Liquid Snake;Otacon
MGS 1;Normal;3 Mal;Auf dem Weg zum Kommunikationsturm mit Snake wurde Meryl angeschossen. Wie oft wurde sie getroffen?;3 Mal;2 Mal;4 Mal;1 Mal
MGS 1;Normal;2 Wachen;Im Dock Bereich: Wie viele Wachen haben in diesem Areal patrouilliert, bevor eine weitere herunterkam?;2 Wachen;1 Wache;3 Wachen;4 Wachen
MGS 1;Hard;Sendeturm;Wo konnte man den Stinger Raketenwerfer finden?;Sendeturm;Schneefeld;Sprengkopflager;Waffenlager
MGS 2;Hard;19. November 2001;Wann wurde das Spiel für die PlayStation 2 in Japan veröffentlicht?;19. November 2001;13. November 2001;16. Dezember 2002;3. Februar 2002
MGS 2;Hard;23. November 2011;Wann wurde die HD-Edition in Japan für die PlayStation 3 veröffentlicht?;23. November 2011;13. November 2011;28. März 2012;3. Februar 2012
MGS 2;Hard;5;Wie viele Sicherheitsstufen gibt es im Spiel?;5;4;6;7
MGS 2;Hard;USS Discovery;Wie war der Name des Tankers?;USS Discovery;USS Voyager;USS Missouri;USS Patriot
MGS 2;Normal;2;Wie viele Jahre vergingen zwischen dem Tanker- und dem Big Shell-Zwischenfall?;2;1;4;5
MGS 2;Hard;2009;In welchem Jahr fand der Big Shell-Vorfall statt?;2009;2007;2003;2005
MGS 2;Normal;1;Wie viele Bosskämpfe gibt es auf dem Tanker?;1;2;3;4
MGS 2;Hard;um herauszufinden, wohin der Tanker unterwegs ist;Weshalb hat Otacon Snake beauftragt, zuerst die Tankerbrücke aufzusuchen?;um herauszufinden, wohin der Tanker unterwegs ist;um die Karte des Tankers zu erhalten;um herauszufinden, wer der Kapitän des Tankers ist;um den Standort des Metal Gears herauszufinden
MGS 2;Normal;Hier ist Snake;Was war das Erste, was Snake auf dem Tanker sagte?;Hier ist Snake;Es ist ziemlich nass hier draußen;Beginne Operation Sons of Liberty;Hab dich warten lassen, was? (Kept you waiting, huh?)
MGS 2;Normal;George Sears;Solidus Snake ist auch bekannt unter dem Namen ...?;George Sears;Richard Ames;Pliskin;Peter Stillman
MGS 2;Normal;Jack;Wie ist Raiden's richtiger Name?;Jack;David;John;Roy
MGS 2;Hard; Quinton Flynn;Wer ist der englische Sprecher von Raiden?; Quinton Flynn;David Hater;Patric Zimmerman;John Cygan
MGS 2;Normal;man kann sie nicht besiegen;Wie kann man Fortune besiegen?;man kann sie nicht besiegen;mit Granaten;durch die Verwendung von Betäubungsmunition;mit dem Scharfschützengewehr PSG 1
MGS 2;Normal;Olga Gurlukovich;Cyborg Ninja a.k.a. Mr. X ist niemand anderes als?;Olga Gurlukovich;Solid Snake;Solidus Snake;Pliskin
MGS 2;Normal;Extreme;Auf welchem Schwierigkeitsgrad kann man eine Erkennungsmarke von Hideo Kojima bekommen?;Extreme;Very Easy;Normal;Hard
MGS 2;Normal;2;Wie viele Hauptkerne umfasst Big Shell?;2;4;6;8
MGS 2;Normal;Can't Say Goodbye to Yesterday;Wie hieß das Abschlusslied?;Can't Say Goodbye to Yesterday;Here's to you;The Best Is Yet to Come;Who Am I Really?
MGS 2;Hard;Olga Gurlokovich;Wer ist kein Mitglied von Dead Cell?;Olga Gurlokovich;Old Boy;Vamp;Fortune
MGS 2;Normal;Philanthropy;Wie hieß die Organisation, die Snake und Otacon gegründet haben?;Philanthropy;Dead Cell;Patriots;Sons of Liberty
MGS 2;Normal;Metal Gear Ray;Wie heißt der Metal Gear von dem man Fotos machen muss?;Metal Gear Ray;Metal Gear ZEKE;Metal Gear Arsenal;Metal Gear Rex
MGS 2;Hard;Extreme;Welcher Schwierigkeitsgrad wurde nach Abschluss des Spiels freigeschaltet?;Extreme;Hard;Very Easy;Hard Big Boss
MGS 2;Normal;5;Wie viele Schwierigkeitsstufen gibt es?;5;2;4;7
MGS 2;Normal;Big Boss Extreme;Welchen Schwierigkeitsgrad gibt es nicht?;Big Boss Extreme;Very Easy;Normal;Hard
MGS 2;Hard;141.51;Wie lautet die Codec-Frequenz von Emma Emmerich?;141.51;140.85;141.12;140.96
MGS 2;Hard;140.85;Wie lautet die Codec-Frequenz von Colonel Campbell?;140.85;141.85;141.12;140.96
MGS 2;Hard;141.12;Wie lautet die Codec-Frequenz von Otacon?;141.12;140.85;141.52;141.96
MGS 2;Hard;140.96;Wie lautet die Codec-Frequenz von Rosemary?;140.96;140.85;141.52;140.36
MGS 2;Hard;141.80;Wie lautet die Codec-Frequenz von Snake?;141.80;140.85;139.90;142.30
MGS 2;Normal;Rosemary;Die Codec Frequenz 140.96 wurde verwendet von?;Rosemary;Emma;Pliskin;Colonel Campbell
MGS 2;Normal;Rosemary;Im Big Shell Kapitel: Wer speichert den Spielfortschritt?;Rosemary;Emma;Otacon;Campbell
MGS 2;Normal;Solidus;Wer ist der Endgegner?;Solidus;Vamp;Fatman;Metal Gear Ray
MGS 2;Normal;erstochen;Wie wurde Emma getötet?;erstochen;erschossen;vergiftet;ertränkt
MGS 2;Hard;Fortune;Wer ist der Anführer von Dead Cell?;Fortune;Fatman;Vamp;Peter Stillman
MGS 2;Hard;Mk. 22;Normaler Schwierigkeitsgrad: Was gehört nicht zur Ausrüstung zu Beginn des Spiels?;Mk. 22;M9;Zigaretten;Kamera
MGS 2;Hard;Messer;Normaler Schwierigkeitsgrad: Was gehört nicht zur Ausrüstung zu Beginn des Spiels?;Messer;Zigaretten;AP Sensor;Kamera
MGS 2;Hard;Ration;Deck A, Crew's Lounge: Was kann man in der Nähe des Fernsehbildschirms finden?;Ration;Düppelgranten;Munition;Granaten
MGS 2;Hard;Deck D;Karton 1 ist zu finden auf ...?;Deck D;Deck B;Deck C;Deck E
MGS 2;Hard;Deck F;Welches Deck gibt es nicht auf dem Tanker?;Deck F;Deck D;Deck C;Deck E
MGS 2;Hard;Navigationsdeck;Tanker: Infrarotsichtgerät ist zu finden auf ...?;Navigationsdeck;Deck D;Deck C;Deck E
MGS 2;Normal;4;Wie viele Bilder musste man von Metal Gear machen?;4;2;3;5
MGS 2;Normal;mobile Kamera;Was ist Cypher?;mobile Kamera;ein Codename für Ocelot;ein Codename für Metal Gear;ein Satellit
MGS 2;Normal;Hudson River;Auf welchem Fluss segelte der Tanker?;Hudson River;Missouri River;Green River;East River
MGS 2;Normal;zum hocken;X-Taste am Controller wurde verwendet ...?;zum hocken;zum schlagen;zum abfeuern einer Waffe;als Aktionstaste
MGS 2;Normal;Rasierer;Was konnte man im Big Shell-Kapitel finden?;Rasierer;Schere;Kamm;Spiegel
MGS 2;Hard;von Stillman;Von wem erhält Raiden die Sicherheitskarte der Stufe 1?;von Stillman;von Pliskin;von Snake;von Fatman
MGS 2;Hard;Strebe A;Karton 1 ist zu finden auf ...?;Strebe A;Strebe C;Strebe D;Strebe F
MGS 2;Hard;Strebe F;Minendetektor ist zu finden auf ...?;Strebe F;Strebe C;Strebe D;Strebe E
MGS 2;Hard;Strebe F;Karton 2 ist zu finden auf ...?;Strebe F;Strebe A;Strebe D;Strebe E
MGS 2;Hard;von Mr. X;Von wem erhält Raiden die Sicherheitskarte der Stufe 2?;von Mr. X;von Fatman;von Snake;von Peter Stillman
MGS 2;Normal;Snatcher;Welches Poster ist in MGS 2 nicht zu finden?;Snatcher;Policenauts;Zone of the Enders;Metal Gear Spiel
MGS 2;Hard;von Ames;Von wem erhält Raiden die Sicherheitskarte der Stufe 3?;von Ames;von Pliskin;von Fatman;von Mr. X
MGS 2;Hard;von Präsidenten;Von wem erhält Raiden die Sicherheitskarte der Stufe 4?;von Präsidenten;von Ames;von Pliskin;von Mr. X
MGS 2;Hard;von Präsidenten;Von wem erhält Raiden die MO DISK?;von Präsidenten;von Pliskin;von Emma;von Otacon
MGS 2;Hard;von Emma;Von wem erhält Raiden die Sicherheitskarte der Stufe 5?;von Emma;von President;von Ames;von Pliskin
MGS 2;Normal;George Washington Bridge;Zu Beginn des Spiels springt Snake von einer Brücke um auf den Tanker zu kommen. Von welcher Brücke?;George Washington Bridge;Golden Gate Bridge;Rainbow Bridge;Millennium Bridge
MGS 2;Normal;GRU Oberst;Olgas Vater war ein;GRU Oberst;bekannter Terrorist;Mitglied des russischen Parlaments;Wissenschaftler
MGS 2;Normal;300;Raiden behauptete, dass er viele VR-Missionen abgeschlossen hatte. Wie viele genau?;300;400;500;600
MGS 2;Normal;6;Aus wie vielen Streben besteht jeder Kern?;6;2;4;8
MGS 2;Normal;Bombenexperte;Wer war Peter Stillman?;Bombenexperte;Scharfschütze;Dead Cell Mitglied;CIA-Agent
MGS 2;Hard;Strebe C;Wo sollte Raiden Peter Stillman treffen?;Strebe C;Strebe B;Strebe D;Strebe E
MGS 2;Normal;er schläft;Was passiert, wenn man Pliskin wenige Augenblicke nach dem ersten Treffen anruft?;er schläft;er spielt PSP;er reagiert nicht;er kämpft gegen Vamp
MGS 2;Hard;President Johnson;Paul Lukather war der englische Sprecher von?;President Johnson;Solidus Snake;Ocelot;Sergej Gurlukovich
MGS 2;Normal;sag Emma zu mir;Als Emma im Begriff war zu sterben, bat sie Otacon um einen letzten Gefallen. Um welchen?;sag Emma zu mir;Küss mich;zerstöre GW;vergiss mich nicht
MGS 2;Hard;Varrazzano-Brücke;Gleich zu Beginn des Big Shell-Kapitels war eine Brücke zu sehen. Welche Brücke?;Varrazzano-Brücke;George-Washington-Brücke;Brooklyn-Brücke;Manhatten-Brücke
MGS 2;Hard;Ocelot;Nach Snakes Landung auf dem Tanker. Wessen Stimme war zuerst zu hören?;Ocelot;Snake;Otacon;Raiden
MGS 2;Hard;hier ist nichts;Im Lager 1F gab es einen Wachposten, der regelmäßig einen Statusbericht gab. Was genau berichtete er?;hier ist nichts;keine Eindringlinge;alles ist ruhig;nichts zu berichten
MGS 2;Hard;Big Shell beherbergt ein neues Metal Gear Modell;Was hat der Ninja (Mr. X) genau Raiden verraten?;Big Shell beherbergt ein neues Metal Gear Modell;Snake starb nicht während des Tankerunfalls;Der wahre Anführer der Terroristen ist Ocelot;Dieser ganze Vorfall ist nur eine Simulation!
MGS 2;Hard;in der Federal Hall;Wo hatten sich Rose und Raiden zum ersten Mal getroffen?;in der Federal Hall;im Chrysler-Gebäude;im Empire State Building;im Metropolitan Museum
MGS 2;Normal;Metal Gear ist erschienen;Was geschah, nachdem der Harriet abgeschossen wurde?;Metal Gear ist erschienen;Fatman hat eine Strebe gesprengt;Fortune hat Raiden gerettet;Raiden sagte, er wolle ein Ninja werden
MGS 2;Normal;Snake hat es ihm gegeben;Wie kam Raiden an den Stinger-Raketenwerfer?;Snake hat es ihm gegeben;er fand ihn nach dem Kampf gegen Fatman;er hat ihn Ocelot gestohlen;er hatte ihn von Anfang an
MGS 2;Normal;Snake;Sobald man das PSG1-Scharfschützengewehr hatte, wer hat Raiden angerufen, um ihm weitere Anweisungen zu geben?;Snake;Colonel Campbell;Mr. X;Emma Emmerich
MGS 2;Normal;eine Liste mit Namen der Patrioten finden;Gegen Ende des Spiels sagte Solidus, dass die Inbesitznahme von Arsenal Gear nie das eigentliche Ziel war. Was war sein eigentliches Ziel?;eine Liste mit Namen der Patrioten finden;eine Atombombe über Manhattan abfeuern;die Ermordung von Präsident Johnson;Snake gefangen zu nehmen
MGS 2;Normal;auf seinen Herzschlag zu hören;Welchen Vorschlag machte Raiden an Emma, um ihre Gedanken vom Wasser abzulenken?;auf seinen Herzschlag zu hören;über Otacon nachdenken;sich schlafend zu stellen;zu überlegen, was sie zu Otacon sagen würde
MGS 3;Hard;16. Dezember 2004;Wann wurde die Snake Eater Version in Japan für die PlayStation 2 veröffentlicht?;16. Dezember 2004;17. November 2004;4. März 2004;17. März 2005
MGS 3;Hard;22. Dezember 2005;Wann wurde die Subsistence Version in Japan für die PlayStation 2 veröffentlicht?;22. Dezember 2005;14. März 2006;6. Oktober 2006;23. November 2005
MGS 3;Hard;23. November 2011;Wann wurde die HD-Edition von Subsistence in Japan für die PlayStation 3 veröffentlicht?;23. November 2011;16. Dezember 2011;28. März 2012;3. Februar 2012
MGS 3;Normal;vor MGS 1;Die Geschichte spielt …;vor MGS 1;nach MGS 1 und vor MGS 2;zwischen MGS 1 und MGS 4;nach Metal Gear 2 und vor MGS 1
MGS 3;Normal;PlayStation 2;Das Spiel wurde ursprünglich veröffentlicht für ...?;PlayStation 2;PlayStation 3;Nintendo GameCube;XBOX
MGS 3;Hard;1964;Die Geschichte spielt im Jahr ...?;1964;1962;1965;1967
MGS 3;Normal;Naked Snake;Wie war der Codename von Snake?;Naked Snake;The Boss;Big Boss;Solid Snake
MGS 3;Normal;Sokolov;Wen musste Snake von den Sowjets retten?;Sokolov;Adam;Eva;The Boss
MGS 3;Normal;Major Tom;Unter welchem Namen ist Major Zero noch bekannt?;Major Tom;Sigint;Cipher;Major Campbell
MGS 3;Hard;Jim Piddock;Wer ist der englische Sprecher von Major Zero?;Jim Piddock;James C. Mathis;Neil Ross;J. Grant Albrecht
MGS 3;Hard;Heather Halley;Wer ist die englische Sprecherin von Para-Medic?;Heather Halley;Lori Alan;Suzetta Miñet;Tara Strong
MGS 3;Hard;Lori Alan;Wer ist die englische Sprecherin von The Boss?;Lori Alan;Tara Strong;Jennifer Hale;Suzetta Miñet
MGS 3;Hard;Colonel Volgin;Neil Ross war der englische Sprecher von?;Colonel Volgin;Sokolov;Ocelot;The End
MGS 3;Hard;The Fear;Michael Bell war der englische Sprecher von?;The Fear;The Pain;Colonel Volgin;The Sorrow
MGS 3;Hard;The Fury;Richard Doyle war der englische Sprecher von?;The Fury;Major Raikov;Sokolov;The Sorrow
MGS 3;Hard;Para-Medic;Houko Kuwashima war die japanische Sprecherin von?;Para-Medic;Eva;The Boss;Major Raikov
MGS 3;Normal;Ocelot;Wer ist kein Mitglied der Cobra Einheit?;Ocelot;Sorrow;Fury;End
MGS 3;Normal;The Sorrow;Wer ist ein Mitglied der Cobra Einheit?;The Sorrow;Volgin;Ocelot;Eva
MGS 3;Normal;kann Hornissen kontrollieren;The Pain …;kann Hornissen kontrollieren;ist ein entstellter ehemaliger Kosmonaut;ist übernatürlich flexibel und beweglich;ist ein erfahrener Scharfschütze
MGS 3;Normal;ist ein erfahrener Scharfschütze;The End …;ist ein erfahrener Scharfschütze;ist der Geist eines verstorbenen Mediums;ist ein entstellter ehemaliger Kosmonaut;ist der Kommandeur der Cobra Einheit
MGS 3;Normal;Virtuous Mission;Wie lautete der Name der ersten Mission?;Virtuous Mission;Operation Snake Eater;La-Li-Lu-Le-Lo;Über den Zaun
MGS 3;Normal;The Boss;Wer hat Snake von der Brücke geworfen?;The Boss;Oberst Volgin;Ocelot;die Cobra Einheit
MGS 3;Normal;einen Blitz;Oberst Volgin wurde getötet durch …?;einen Blitz;eine Rakete;einen Luftangriff;eine Kugel
MGS 3;Normal;von The Boss;Von wem hat Snake den Mikrofilm mit dem Ort des Vermächtnisses der Philosophen erhalten?;von The Boss;von Volgin;von Ocelot;von Eva
MGS 3;Normal;Sehr Schwer;Welchen Schwierigkeitsgrad gibt es im Spiel nicht?;Sehr Schwer;Sehr Einfach;Normal;Schwer
MGS 3;Normal;John Doe;Zu Beginn des Spiel hat Para-Medic Snake nach seinem Namen gefragt. Welchen Namen hat er gesagt?;John Doe;Richard Roe;John Stiles;David Hayter
MGS 3;Normal;Ich spiele zum ersten Mal MGS 3!;Zu Beginn des Spiels: Welche Option war in Snake Eater auf PlayStation 2 nicht verfügbar?;Ich spiele zum ersten Mal MGS 3!;Mir gefällt MGS 1;Mir gefällt MGS 2;Ich spiele zum ersten Mal MGS!
MGS 3;Normal;Para-Medic;Wer speichert den Spielfortschritt?;Para-Medic;Major Zero;Sigint;Eva
MGS 3;Normal;140.96;Welche Frequenz wurde zum Speichern des Spielfortschritts benutzt?;140.96;143.97;140.85;145.73
MGS 3;Hard;145.73;Welche Frequenz hat Para-Medic benutzt?;145.73;140.85;148.41;142.52
MGS 3;Hard;142.52;Welche Frequenz hat EVA benutzt?;142.52;148.41;143.97;140.96
MGS 3;Hard;140.85;Welche Frequenz hat Major Zero benutzt?;140.85;145.73;142.52;148.41
